,service_date,day_type,bus,rail_boardings,total_rides
7149,08/16/2007,W,910468,620464,1530932
7150,01/22/2012,U,392633,273772,666405
7151,07/24/2019,W,754694,737880,1492574
7152,01/12/2011,W,960115,657426,1617541
7153,04/27/2004,W,985057,588215,1573272
7154,11/21/2010,U,437682,295297,732979
7155,11/03/2013,U,430036,384737,814773
7156,09/12/2013,W,1050318,812163,1862481
7157,09/06/2012,W,1106785,787102,1893887
7158,12/22/2008,W,703302,474711,1178013
7159,12/28/2015,W,514171,484349,998520
7160,01/06/2011,W,939518,625246,1564764
7161,12/27/2002,W,744896,424575,1169471
7162,04/21/2003,W,925231,572442,1497673
7163,05/09/2002,W,1009271,614202,1623473
7164,07/15/2018,U,380142,378006,758148
7165,01/12/2006,W,955926,616251,1572177
7166,05/22/2012,W,1014156,721698,1735854
7167,10/08/2004,W,993752,633554,1627306
7168,08/23/2003,A,585510,313035,898545
7169,12/10/2018,W,794682,706501,1501183
7170,12/04/2024,W,600576,411039,1011615
7171,11/30/2005,W,975689,623427,1599116
7172,04/28/2016,W,851720,821158,1672878
7173,01/17/2006,W,948555,619527,1568082
7174,02/23/2003,U,377363,185905,563268
7175,02/18/2013,W,830133,567064,1397197
7176,09/10/2009,W,1099979,713849,1813828
7177,05/29/2020,W,265087,92565,357652
7178,05/08/2011,U,474170,325850,800020
7179,04/16/2016,A,554744,505299,1060043
7180,10/09/2017,W,712539,752125,1464664
7181,03/25/2013,W,828707,630136,1458843
7182,12/28/2001,W,739404,456879,1196283
7183,08/23/2015,U,412542,393966,806508
7184,08/17/2015,W,775836,708821,1484657
7185,02/27/2024,W,587359,392420,979779
7186,04/02/2017,U,357643,319046,676689
7187,08/31/2008,U,557427,325462,882889
7188,07/20/2016,W,788803,794496,1583299
7189,03/24/2014,W,923396,706637,1630033
7190,05/02/2020,A,210617,59142,269759
7191,10/08/2014,W,972010,822875,1794885
7192,12/21/2023,W,519383,325377,844760
7193,01/04/2019,W,668812,628514,1297326
7194,08/03/2015,W,833632,751771,1585403
7195,03/17/2005,W,989736,605564,1595300
7196,10/22/2014,W,959209,818395,1777604
7197,02/08/2016,W,856547,733387,1589934
7198,03/30/2006,W,996804,600724,1597528
7199,03/11/2002,W,1008613,591093,1599706
7200,01/24/2022,W,352311,235351,587662
7201,09/26/2007,W,1009515,660197,1669712
7202,10/16/2010,A,674323,477876,1152199
7203,07/26/2001,W,954848,636674,1591522
7204,04/21/2010,W,1010968,682322,1693290
7205,06/30/2009,W,962402,648809,1611211
7206,10/31/2012,W,1042048,780984,1823032
7207,05/26/2006,W,988688,657379,1646067
7208,12/02/2019,W,803894,702424,1506318
7209,12/15/2020,W,273075,137120,410195
7210,02/14/2012,W,1077348,738384,1815732
7211,05/13/2013,W,961814,713048,1674862
7212,08/18/2008,W,974311,621522,1595833
7213,03/16/2015,W,939583,768218,1707801
7214,08/26/2014,W,858520,757206,1615726
7215,06/17/2009,W,978050,671546,1649596
7216,10/02/2012,W,1108031,806945,1914976
7217,08/30/2006,W,913445,650359,1563804
7218,10/29/2022,A,311437,254149,565586
7219,06/16/2010,W,1003968,723671,1727639
7220,07/17/2008,W,1070349,656485,1726834
7221,05/16/2010,U,446820,316780,763600
7222,01/15/2005,A,481878,249401,731279
7223,12/19/2013,W,888294,715173,1603467
7224,11/10/2023,W,461731,351382,813113
7225,02/11/2021,W,269772,146284,416056
7226,05/09/2012,W,1041744,752170,1793914
7227,08/29/2011,W,988033,712733,1700766
7228,01/12/2014,U,387031,312663,699694
7229,07/30/2015,W,825894,811903,1637797
7230,05/28/2021,W,313635,217115,530750
7231,02/05/2007,W,761572,500675,1262247
7232,08/28/2022,U,219848,188705,408553
7233,09/06/2013,W,1067536,786864,1854400
7234,09/21/2019,A,489155,440464,929619
7235,07/05/2001,W,918500,606574,1525074
7236,10/14/2022,W,501494,372144,873638
7237,01/14/2008,W,996258,607357,1603615
7238,04/18/2012,W,1031225,736936,1768161
7239,12/19/2016,W,650356,607020,1257376
7240,10/24/2005,W,995935,637292,1633227
7241,06/11/2022,A,311911,264509,576420
7242,11/27/2013,W,785887,655899,1441786
7243,03/26/2003,W,968581,594924,1563505
7244,05/31/2020,U,86503,23544,110047
7245,05/31/2008,A,788945,374327,1163272
7246,04/30/2018,W,817980,746550,1564530
7247,11/30/2001,W,1039082,625037,1664119
7248,08/31/2013,A,596363,462487,1058850
7249,07/30/2013,W,894122,713697,1607819
7250,05/09/2018,W,803570,756378,1559948
7251,09/26/2009,A,702445,426960,1129405
7252,04/08/2006,A,607382,360442,967824
7253,02/08/2023,W,517223,348441,865664
7254,05/18/2005,W,1003414,604841,1608255
7255,05/16/2007,W,1028004,625297,1653301
7256,01/21/2019,W,445534,401503,847037
7257,11/10/2001,A,618184,322793,940977
7258,03/22/2020,U,113282,60490,173772
7259,07/23/2022,A,275396,265291,540687
7260,12/27/2016,W,575294,490822,1066116
7261,12/07/2010,W,954467,652015,1606482
7262,09/05/2002,W,1083538,634950,1718488
7263,11/04/2003,W,1003988,630296,1634284
7264,02/25/2010,W,1000799,668380,1669179
7265,07/11/2016,W,769128,739158,1508286
7266,09/19/2017,W,861844,786075,1647919
7267,12/31/2006,U,412048,293362,705410
7268,01/09/2022,U,139413,102330,241743
7269,04/16/2011,A,587114,398192,985306
7270,06/16/2007,A,633038,363871,996909
7271,04/20/2011,W,895201,684367,1579568
7272,09/14/2004,W,1046788,648153,1694941
7273,04/29/2010,W,971157,697327,1668484
7274,12/15/2023,W,535654,351722,887376
7275,11/13/2012,W,1004272,761630,1765902
7276,08/10/2010,W,909752,662126,1571878
7277,11/16/2013,A,548828,489767,1038595
7278,01/21/2012,A,552163,394407,946570
7279,11/03/2014,W,995821,805002,1800823
7280,03/19/2001,W,1021700,602469,1624169
7281,05/03/2013,W,1023402,730511,1753913
7282,05/19/2022,W,486489,351429,837918
7283,05/16/2018,W,824209,733303,1557512
7284,12/23/2001,U,393359,184628,577987
7285,10/25/2012,W,1027919,797938,1825857
7286,07/09/2022,A,314661,288100,602761
7287,05/11/2011,W,1022323,724069,1746392
7288,03/23/2021,W,303876,159635,463511
7289,02/08/2021,W,242899,128998,371897
7290,07/22/2011,W,890894,700452,1591346
7291,10/12/2005,W,1053577,685743,1739320
7292,12/12/2008,W,1016010,626638,1642648
7293,01/27/2012,W,968530,720988,1689518
7294,08/14/2005,U,437664,248325,685989
7295,02/03/2007,A,454188,247767,701955
7296,01/18/2015,U,391445,300710,692155
7297,10/12/2008,U,495211,436316,931527
7298,05/08/2007,W,1079400,648555,1727955
7299,08/21/2003,W,820578,562565,1383143
7300,06/10/2006,A,573542,349687,923229
7301,06/09/2024,U,338317,265680,603997
7302,10/06/2011,W,1076741,783363,1860104
7303,08/07/2021,A,301542,275050,576592
7304,02/19/2014,W,974552,783745,1758297
7305,04/07/2024,U,256839,185460,442299
7306,10/12/2002,A,612527,332781,945308
7307,08/28/2019,W,772893,736506,1509399
7308,12/12/2007,W,1051962,615293,1667255
7309,03/08/2004,W,969634,585973,1555607
7310,12/13/2016,W,785276,714038,1499314
7311,05/01/2009,W,1116163,677684,1793847
7312,08/02/2011,W,921043,682755,1603798
7313,08/27/2007,W,952232,609440,1561672
7314,01/27/2005,W,955413,587048,1542461
7315,11/20/2022,U,204456,163384,367840
7316,03/26/2007,W,1011806,604279,1616085
7317,01/20/2006,W,944694,615420,1560114
7318,03/01/2004,W,828169,534603,1362772
7319,10/18/2014,A,567859,525540,1093399
7320,10/02/2020,W,349664,182413,532077
7321,03/20/2023,W,478059,300593,778652
7322,11/26/2011,A,588157,348525,936682
7323,09/03/2009,W,1063234,714324,1777558
7324,02/22/2022,W,402852,275702,678554
7325,10/14/2003,W,928265,691539,1619804
7326,10/23/2010,A,624770,451848,1076618
7327,10/08/2009,W,1063003,714502,1777505
7328,02/18/2002,W,759013,458524,1217537
7329,08/28/2001,W,933626,628532,1562158
7330,05/20/2015,W,906942,760399,1667341
7331,07/07/2022,W,444168,331132,775300
7332,06/19/2024,W,482860,349203,832063
7333,06/23/2009,W,978739,644145,1622884
7334,09/27/2020,U,176943,102308,279251
7335,03/11/2011,W,1047012,708603,1755615
7336,07/15/2004,W,912348,615708,1528056
7337,09/28/2018,W,824823,816264,1641087
7338,10/16/2004,A,626844,326448,953292
7339,09/28/2005,W,1019140,668450,1687590
7340,04/02/2023,U,261251,191192,452443
7341,10/20/2004,W,1023397,623762,1647159
7342,06/26/2012,W,952845,746532,1699377
7343,08/17/2019,A,456968,396155,853123
7344,05/05/2005,W,1044204,621992,1666196
7345,05/02/2023,W,530573,372211,902784
7346,10/16/2017,W,867372,776457,1643829
7347,08/07/2011,U,479588,426721,906309
7348,11/07/2014,W,873365,802400,1675765
7349,10/12/2012,W,1067152,796441,1863593
7350,06/23/2002,U,444454,232456,676910
7351,06/13/2024,W,541343,414773,956116
7352,10/09/2010,A,683056,503343,1186399
7353,09/01/2018,A,457556,415563,873119
7354,02/17/2017,W,841425,738941,1580366
7355,11/05/2018,W,853379,770186,1623565
7356,10/09/2008,W,1161478,703190,1864668
7357,08/18/2024,U,319383,253295,572678
7358,06/30/2013,U,488073,543707,1031780
7359,12/05/2004,U,425127,231858,656985
7360,10/29/2009,W,1096369,715628,1811997
7361,08/17/2021,W,385106,259308,644414
7362,04/26/2013,W,999388,750687,1750075
7363,04/01/2007,U,425595,222200,647795
7364,01/30/2022,U,163483,115445,278928
7365,06/09/2014,W,878784,750337,1629121
7366,11/08/2015,U,414784,379185,793969
7367,01/27/2018,A,455974,384419,840393
7368,10/22/2020,W,318012,168824,486836
7369,09/15/2018,A,498240,505429,1003669
7370,07/30/2020,W,307576,156312,463888
7371,01/21/2020,W,789718,712386,1502104
7372,01/18/2022,W,394532,239770,634302
7373,10/03/2016,W,912435,775906,1688341
7374,03/31/2002,U,377026,158135,535161
7375,04/12/2022,W,426444,323042,749486
7376,06/29/2019,A,507082,438017,945099
7377,05/20/2008,W,1085719,634661,1720380
7378,01/20/2019,U,271961,236744,508705
7379,08/21/2010,A,662928,462355,1125283
7380,11/17/2004,W,1018184,620535,1638719
7381,03/24/2022,W,452116,279960,732076
7382,08/22/2017,W,741370,697126,1438496
7383,09/17/2022,A,333893,324035,657928
7384,01/10/2019,W,747850,690162,1438012
7385,12/19/2001,W,958790,591815,1550605
7386,08/25/2013,U,463843,353352,817195
7387,07/26/2013,W,890066,688728,1578794
7388,10/13/2017,W,879791,796714,1676505
7389,07/25/2008,W,1032058,683549,1715607
7390,02/28/2007,W,997324,617882,1615206
7391,02/16/2020,U,338343,267790,606133
7392,07/03/2019,W,761825,694945,1456770
7393,12/30/2018,U,314550,265310,579860
7394,02/20/2010,A,625306,379346,1004652
7395,12/09/2016,W,806718,730968,1537686
7396,12/23/2014,W,720116,617728,1337844
7397,04/05/2013,W,996072,746786,1742858
7398,07/20/2009,W,963999,643810,1607809
7399,06/25/2003,W,841205,603880,1445085
7400,09/04/2009,W,1020694,678461,1699155
7401,09/09/2008,W,1176865,712792,1889657
7402,02/28/2004,A,607923,310337,918260
7403,09/16/2019,W,825739,777685,1603424
7404,01/24/2012,W,1050018,732063,1782081
7405,03/16/2001,W,923613,583359,1506972
7406,03/02/2023,W,505862,352552,858414
7407,08/23/2017,W,763384,719511,1482895
7408,12/23/2006,A,578507,277455,855962
7409,10/28/2002,W,1041265,628314,1669579
7410,03/11/2016,W,886599,797977,1684576
7411,02/13/2014,W,975061,784280,1759341
7412,10/20/2006,W,1031742,705991,1737733
7413,04/29/2017,A,405068,364346,769414
7414,01/07/2023,A,272633,183930,456563
7415,10/13/2013,U,433578,528335,961913
7416,05/27/2007,U,451833,270636,722469
7417,06/18/2014,W,766725,717546,1484271
7418,07/02/2008,W,1043654,675750,1719404
7419,01/17/2016,U,266532,241160,507692
7420,01/13/2004,W,977382,596765,1574147
7421,09/11/2003,W,1018196,639732,1657928
7422,01/19/2023,W,479283,347238,826521
7423,06/15/2015,W,817931,774439,1592370
7424,06/21/2013,W,917934,724999,1642933
7425,05/18/2017,W,824327,775776,1600103
7426,10/14/2005,W,1091226,683174,1774400
7427,06/08/2015,W,891851,759176,1651027
7428,09/26/2017,W,877350,791462,1668812
7429,03/18/2022,W,404540,292739,697279
7430,07/09/2002,W,919623,579348,1498971
7431,11/09/2004,W,1035702,629375,1665077
7432,01/25/2016,W,865486,751104,1616590
7433,03/16/2007,W,1019835,638871,1658706
7434,01/16/2007,W,978082,620145,1598227
7435,05/29/2019,W,791059,717681,1508740
7436,07/12/2007,W,962640,631002,1593642
7437,08/21/2011,U,536280,420416,956696
7438,09/28/2010,W,1049114,732828,1781942
7439,09/23/2010,W,1067715,767134,1834849
7440,02/17/2016,W,889758,766940,1656698
7441,11/21/2023,W,465329,339605,804934
7442,05/16/2023,W,533948,384145,918093
7443,08/05/2004,W,918039,572708,1490747
7444,06/27/2015,A,570969,509237,1080206
7445,01/22/2018,W,781955,711848,1493803
7446,04/08/2004,W,967733,588420,1556153
7447,04/09/2001,W,998290,596418,1594708
7448,01/18/2023,W,495410,346875,842285
7449,03/29/2022,W,459127,310432,769559
7450,10/11/2020,U,181194,103244,284438
7451,08/07/2003,W,923161,584026,1507187
7452,05/06/2023,A,354490,259476,613966
7453,09/05/2017,W,893214,763159,1656373
7454,01/31/2011,W,1001892,670399,1672291
7455,07/17/2003,W,861722,579675,1441397
7456,01/23/2015,W,902567,747376,1649943
7457,02/10/2003,W,948507,584120,1532627
7458,12/16/2021,W,424823,297427,722250
7459,10/22/2002,W,1047657,645112,1692769
7460,11/10/2015,W,940362,832141,1772503
7461,12/26/2013,W,557420,438202,995622
7462,08/01/2001,W,873553,612734,1486287
7463,07/18/2018,W,770336,745511,1515847
7464,03/23/2007,W,997803,601679,1599482
7465,12/06/2008,A,596202,347667,943869
7466,03/22/2024,W,491011,318712,809723
7467,07/02/2014,W,824805,725327,1550132
7468,08/19/2006,A,612065,384987,997052
7469,01/16/2021,A,193303,96530,289833
7470,07/28/2024,U,305854,225835,531689
7471,11/21/2016,W,844666,758214,1602880
7472,12/09/2006,A,590225,344215,934440
7473,09/30/2001,U,412037,219852,631889
7474,06/16/2012,A,673257,513638,1186895
7475,05/03/2018,W,840135,744199,1584334
7476,03/18/2008,W,909978,593247,1503225
7477,08/04/2001,A,648406,319386,967792
7478,12/06/2021,W,419783,278439,698222
7479,05/30/2016,U,394914,389143,784057
7480,05/11/2004,W,965692,583729,1549421
7481,05/07/2023,U,281403,198280,479683
7482,10/30/2005,U,436487,251042,687529
7483,01/20/2020,W,477995,410324,888319
7484,11/20/2017,W,840370,747181,1587551
7485,11/18/2004,W,951154,610552,1561706
7486,05/14/2015,W,912634,795093,1707727
7487,07/29/2009,W,958820,672872,1631692
7488,06/06/2013,W,1021552,736943,1758495
7489,08/15/2015,A,567544,517393,1084937
7490,10/04/2012,W,1099004,810084,1909088
7491,12/31/2018,W,463165,386058,849223
7492,10/20/2018,A,464296,439297,903593
7493,05/03/2017,W,890581,778089,1668670
7494,12/17/2008,W,982687,615707,1598394
7495,07/03/2008,W,1143777,905742,2049519
7496,12/09/2015,W,916281,789224,1705505
7497,11/05/2022,A,271210,239302,510512
7498,04/05/2014,A,599182,531509,1130691
7499,03/05/2002,W,978944,588656,1567600
7500,11/19/2001,W,999890,600948,1600838
7501,11/06/2003,W,1015139,644961,1660100
7502,07/29/2002,W,893147,565324,1458471
7503,06/10/2014,W,859477,748307,1607784
7504,02/09/2022,W,433494,283336,716830
7505,04/14/2001,A,628526,279728,908254
7506,12/24/2014,W,549046,388742,937788
7507,10/23/2006,W,1018534,659505,1678039
7508,09/18/2010,A,602888,457774,1060662
7509,10/19/2005,W,1056343,666799,1723142
7510,02/14/2005,W,1015673,596928,1612601
7511,06/09/2016,W,828551,789678,1618229
7512,01/07/2016,W,846274,736809,1583083
7513,01/29/2024,W,545769,340556,886325
7514,04/26/2019,W,806103,731398,1537501
7515,05/09/2019,W,810976,751965,1562941
7516,09/25/2017,W,861042,767660,1628702
7517,09/11/2021,A,292316,276714,569030
7518,09/24/2019,W,850825,780378,1631203
7519,02/10/2004,W,948181,593014,1541195
7520,07/12/2012,W,973681,769452,1743133
7521,10/20/2007,A,731918,352442,1084360
7522,03/27/2017,W,825472,724012,1549484
7523,11/11/2015,W,755234,738828,1494062
7524,09/23/2018,U,373382,331323,704705
7525,04/12/2018,W,836193,775422,1611615
7526,11/15/2004,W,1006969,611786,1618755
7527,08/30/2016,W,791868,767220,1559088
7528,10/12/2006,W,998899,676609,1675508
7529,03/17/2016,W,891580,793590,1685170
7530,06/16/2016,W,832864,777260,1610124
7531,03/15/2005,W,1017371,606409,1623780
7532,10/18/2015,U,415455,392712,808167
7533,08/04/2011,W,953514,745527,1699041
7534,09/24/2003,W,973736,643836,1617572
7535,08/27/2021,W,411406,302286,713692
7536,10/09/2011,U,463310,519453,982763
7537,02/09/2011,W,941631,676705,1618336
7538,02/01/2015,U,293689,270615,564304
7539,07/09/2021,W,389894,302893,692787
7540,04/28/2010,W,981925,695381,1677306
7541,03/30/2015,W,903992,736692,1640684
7542,04/12/2013,W,994973,753498,1748471
7543,10/09/2005,U,427142,372438,799580
7544,03/05/2015,W,909192,744229,1653421
7545,11/04/2010,W,1036639,731024,1767663
7546,11/27/2011,U,397179,274323,671502
7547,07/17/2004,A,622104,365413,987517
7548,07/01/2001,U,435317,271052,706369
7549,01/30/2017,W,806014,715290,1521304
7550,07/06/2024,A,400805,322596,723401
7551,03/28/2011,W,1005055,674351,1679406
7552,05/10/2003,A,577508,301857,879365
7553,09/02/2008,W,1131494,681719,1813213
7554,11/29/2019,W,480801,373012,853813
7555,12/29/2003,W,732494,461979,1194473
7556,12/23/2002,W,827316,467245,1294561
7557,06/13/2008,W,1084190,655268,1739458
7558,11/13/2013,W,967800,783483,1751283
7559,05/06/2002,W,994227,598141,1592368
7560,06/05/2020,W,252137,90734,342871
7561,04/15/2003,W,894368,606461,1500829
7562,03/10/2024,U,280181,178611,458792
7563,08/04/2015,W,839704,762573,1602277
7564,05/17/2006,W,964565,640270,1604835
7565,10/27/2006,W,1007282,663912,1671194
7566,08/04/2022,W,449161,341966,791127
7567,12/19/2024,W,552524,373795,926319
7568,11/14/2012,W,1059509,775491,1835000
7569,06/18/2011,A,668147,502500,1170647
7570,11/13/2004,A,625173,331920,957093
7571,01/11/2013,W,991875,708901,1700776
7572,11/16/2004,W,1025607,623801,1649408
7573,09/27/2011,W,1059305,751659,1810964
7574,05/11/2010,W,948970,668287,1617257
7575,02/07/2002,W,1011915,600731,1612646
7576,07/20/2005,W,888241,597676,1485917
7577,02/18/2016,W,890627,773317,1663944
7578,07/19/2014,A,578126,559893,1138019
7579,02/09/2009,W,1061620,634229,1695849
7580,09/24/2001,W,940207,622061,1562268
7581,07/17/2019,W,751727,751160,1502887
7582,10/01/2008,W,1197836,724444,1922280
7583,02/19/2007,W,736322,466950,1203272
7584,12/25/2024,U,146592,86287,232879
7585,05/21/2023,U,273007,193053,466060
7586,04/10/2014,W,947682,806042,1753724
7587,08/13/2015,W,817948,790163,1608111
7588,06/03/2001,U,432408,204795,637203
7589,12/08/2015,W,910018,775695,1685713
7590,05/31/2001,W,965359,602748,1568107
7591,08/18/2014,W,786527,708188,1494715
7592,10/29/2001,W,1019942,623086,1643028
7593,06/23/2024,U,333514,259057,592571
7594,09/01/2013,U,493648,423770,917418
7595,01/26/2008,A,572085,293979,866064
7596,03/19/2020,W,305501,163013,468514
7597,12/06/2016,W,859470,745095,1604565
7598,02/02/2007,W,958446,584607,1543053
7599,09/24/2015,W,942518,835403,1777921
7600,08/22/2001,W,864392,599157,1463549
7601,09/09/2020,W,318510,162823,481333
7602,11/06/2015,W,925054,832872,1757926
7603,06/01/2006,W,1028046,638192,1666238
7604,12/04/2009,W,973336,652626,1625962
7605,11/10/2021,W,474682,332506,807188
7606,04/19/2019,W,643329,619953,1263282
7607,02/13/2001,W,1050834,622753,1673587
7608,04/11/2021,U,177686,105758,283444
7609,11/22/2017,W,677643,620904,1298547
7610,12/15/2009,W,988681,619534,1608215
7611,03/22/2022,W,432916,290803,723719
7612,07/05/2013,W,806355,592583,1398938
7613,08/08/2003,W,903597,583831,1487428
7614,01/11/2023,W,499126,343468,842594
7615,08/16/2005,W,904327,589228,1493555
7616,04/14/2024,U,327938,210780,538718
7617,08/07/2018,W,710000,702495,1412495
7618,11/29/2018,W,809744,764611,1574355
7619,09/29/2021,W,471319,323001,794320
7620,02/15/2016,W,605584,548390,1153974
7621,02/06/2003,W,981973,596888,1578861
7622,10/07/2005,W,1037669,663271,1700940
7623,05/10/2014,A,608188,468058,1076246
7624,09/17/2010,W,1070710,777601,1848311
7625,05/17/2021,W,333150,190203,523353
7626,04/07/2016,W,867670,786281,1653951
7627,08/22/2006,W,896666,628952,1525618
7628,04/24/2024,W,599179,416815,1015994
7629,05/02/2017,W,846717,762139,1608856
7630,02/09/2017,W,815353,726872,1542225
7631,12/20/2005,W,894974,534766,1429740
7632,08/16/2014,A,583313,501095,1084408
7633,03/16/2009,W,1040208,648040,1688248
7634,03/22/2007,W,1025487,620409,1645896
7635,06/29/2008,U,505046,412562,917608
7636,10/19/2006,W,1035827,689629,1725456
7637,06/10/2019,W,787528,717811,1505339
7638,05/15/2017,W,805190,709882,1515072
